Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Vignamato Rosso Piceno,Still Red Wine,£9.99,2020,13%,75cl,Italy,Abruzzi,"40% Montepulciano, 40% Sangiovese, 20% Lacrima di Morro d'Alba",Vignamato,Trovati Pinot Grigio delle Dolomiti - Trovati Pinot Grigio delle Dolomiti is a proper Pinot Grigio with a good depth of flavour and added richness due to 15% of the grapes having been oak aged. Fruit driven and pristinely fresh.Sold in single bottles
Trovati Pinot Grigio delle Dolomiti,Still White Wine,£9.69,2021,12.50%,75cl,Italy,Veneto,100% Pinot Grigio,Trovati,
Roccolo Grassi Recioto della Valpolicella,Sweet/Dessert,£29.99,2015,13.50%,37.5cl,Italy,Veneto,"Corvina 60%, Corvinone 15%, Rondinella 15%, Croatina 10%",Roccolo Grassi,"Coterie by Wildeberg Grenache Syrah Coastal Region - All fruit is hand-harvested in February from selected sites in Franschhoek and Paarl. Both cultivars are fermented whole bunch, with some whole berry fruit, there is no crush, just a daily pump over during the natural fermentation. The components are racked to French and Austrian oak, new and old, for 10 months before the blend is decided. This blend is then allowed to marry for 6 weeks prior to coarse filtration and bottling on the farm."
Feudi di San Gregorio Visione Irpinia Rosato,Rose,£15.49,2020,12.50%,75cl,Italy,Campania,100% Aglianico,Feudi Di San Gregorio,"Feudi di San Gregorio Dubl Falanghina Brut Spumante NV - A fresh and aromatic wine with notes of crisp golden delicious apple, peach and floral hints of camomile, complemented by rounder notes of apricot. Captivating, fragrant and dynamic on the palate with a lively, persistent mousse and a long, pleasing finish.Sold in cases of six bottles"
Alois Lageder Pinot Noir Krafuss,Still Red Wine,£42.99,2018,,ly,Trentino,100% Pinot Nero,er: Alois Lageder,,"Valdivieso Single Vineyard Cabernet Franc - Aromas and flavours of roasted peppers, sweet spice and black fruits. A rich and smooth mouthfeel, with good concentration of flavour.Sold in cases of six bottles"
Feudi di San Gregorio Dubl Falanghina Brut Spumante NV,Sparkling Wine,£16.99,,12.50%,75cl,Italy,Campania,100% Falanghina,Feudi Di San Gregorio,"Feudi di San Gregorio Serpico Campania Irpinia Aglianico - A complex wine bursting with cherry jam, sweet spices, liquorice, coffee and cocoa notes balanced with a beautiful spicy minerality. A well structured wine with great length.Sold in single bottles"
Feudi di San Gregorio Serpico Campania Irpinia Aglianico,Still White Wine,£39.99,2014,14%,75cl,Italy,Campania,Aglianico 100%,Feudi Di San Gregorio,Cuvee Louis Vincent rouge Duboeuf - Cuvee Louis Vincent rouge Duboeuf has vibrant berry and spice aromas. smooth in the mouth with cherry and raspberry flavours.Sold in single bottles
Bodegas Navajas Rioja Blanco,Still White Wine,£9.49,13%,,in,Rioja,100% Viura,er: Navajas,,"Les 3 Chevaliers St Mont Blanc - Lovely grapefruit, peach, pear & apricot notes with a crisp finish."
Les 3 Chevaliers St Mont Blanc,Still White Wine,£10.29,13%,,nce,Gascony,"Arrufiac, Gros Manseng, Petit Courbu",er: Plaimont Producteurs,,Chateau d'Esclans Rock Angel Rose - Fresh and sprightly with a great texture. This wine has elegant aromas and flavours of fresh strawberries and ripe red cherries.Sold in single bottles
Terrazze della Luna Gewürztraminer,Still White Wine,£9.89,2020,13.50%,75cl,Italy,Trentino,100% Gewurztraminer,Cavit,"Ascesa Valtellina Superiore -  Ascesa Valtellina Superiore is an elegant, intense and full-bodied Nebbiolo, coming from the sub-areas of Grumello and Sassella. Aged in new and used barriques, it gives a sip of good structure, dense, long and fresh, with notes of sweet spices, dark berries, fragrances of violets and hints of licorice.Sold in cases of six bottles"
Ascesa Valtellina Superiore,Still Red Wine,£26.99,2019,13.50%,75cl,Italy,Lombardia,100% Nebbiolo,Ascesa,"La Grande Plage rose IGP Pays d’Oc - A classic rosé de pressé made with traditional Languedoc varietals; ripe, sweetly fruited Grenache and tangy Cinsault."
Premium Reds Wine Damaged Labels 6 Bottle Mixed Case,,£110.00,,,,,,,,Sileni Cellar Selection Pinot Gris Marlborough - Fresh and citrusy Pinot Gris with that Hawke's Bay mineral character.
Tramin Unterebner Alto Adige Pinot Grigio,Still White Wine,£23.99,2020,14%,75cl,Italy,Alto Adige,100% Pinot Grigio,Tramin,"Masseria Borgo Dei Trulli Lucale Primitivo Appasimento - Lucale is intense garnet red in colour, with a complex bouquet reminiscent of cherries, raspberries and redcurrants. The oak ageing adds a pleasant roasted and spicy aroma. Full-bodied, it is supple and well-balanced, with layers upon layers of dark fruit, fine tannins and a long and lingering finish. It is perfect with roasted red meats and hard cheeses."
Masseria Borgo Dei Trulli Lucale Primitivo Appasimento,Still Red Wine,£11.79,2021,14.50%,75cl,Italy,Puglia,Primitivo,Masseria Borgo,Lo Triolet Vallee d’Aoste Gamay - Lo Triolet Vallee d’Aoste Gamay comes from grapes harvested manually and ages 6 months in steel.
Lo Triolet Vallee d’Aoste Gamay,Still Red Wine,£15.79,2020,12%,75cl,Italy,Val d'Aosta,100% Gamay,Lo Triolet,"Lo Triolet Vallee d’Aoste Muscat petit Grain Lo Triolet petit Grain is a dry Muscat excellent as an aperitif which is straw yellow in colour. It's aromatic with hints of white flowers. This dry, fresh, harmonious wine is aged for eight months in stainless steel.Sold in cases of six bottles"
Campo alle Comete Albablu Toscana Vermentino,Still White Wine,£14.79,2021,12.50%,75cl,Italy,Tuscany,100% Vermentino,Campo Alle Comete,"La Breche Mauzac Sauvignon Cotes de Tarn - An aromatic and refreshing white blend from the South of France, full of zesty citrus, white fruits notes and a lively finish. Sold in single bottles"
Di Filippo Farandola Trebbiano Spoletino Umbria,Still White Wine,£14.79,2020,13.50%,75cl,Italy,Umbria,Trebbiano Spoletino 100%,Di Filippo,"Castello di Buttrio Monblanc Venezia Giulia - A distinctively refreshing blend with elegant floral overtones, layered with ripe citrus fruits surrounding a mineral core. The racy acidity balances the richly aromatic fruit through to a lipsmacking finish.Sold in single bottles"
Castello di Buttrio Monblanc Venezia Giulia,Still White Wine,£16.49,2020,13%,75cl,Italy,Friuli Venezia Giulia,"Friulano 40%, Malvasia 40%, Ribolla Gialla 20%",Castello Di Buttrio,"Castello di Buttrio Refosco dal Peduncolo Friuli Colli Orientali - A richly fruited wine with succulent layers of spice and earthiness. Vibrant and characterful, with minerality and well-honed tannins that bring freshness.Sold in single bottles"
Castello di Buttrio Refosco dal Peduncolo Friuli Colli Orientali,Still Red Wine,£19.49,2019,12.50%,75cl,Italy,Friuli Venezia Giulia,Refosco dal Peduncolo Rosso 100%,Castello Di Buttrio,"Agricola Tenuta Colpaola Matelica Verdicchio - A crisp and characteristically fresh wine with lively citrus notes complemented by delicate white floral nuances. Marked acidity underpins the fruit, with classic minerality and a saline note on the long, persistent finish.Sold in single bottles"
Agricola Tenuta Colpaola Matelica Verdicchio,Still White Wine,£11.69,2020,13%,75cl,Italy,Marche,100% Verdicchio,Agricola Tenuta Colpaola,"Domaine Gayrard Braucol Gaillac Rouge - This characterful red, made from the Braucol variety, is generous, supple and full of wild blackcurrant notes, with a touch of spice and delicious green pepper undertones. Soft tannins and juicy fruit fill the palate through to a fruity finish. Sold in single bottles"
Sodale Merlot Lazio Famiglia Cotarella,Still Red Wine,£20.99,2019,13.50%,75cl,Italy,Lazio,100% Merlot,Famiglia Cotarella,Promesa Rioja Blanco - Fresh aromas and flavours of pineapple and green apple are complemented by a delicate floral notes and hints of cut grass.Sold in single bottles
Ippolito 1845 Pecorello Calabria,Still White Wine,£13.29,2021,13%,75cl,Italy,Calabria,Pecorello 100%,Ippolito 1845,"Ippolito 1845 Colli del Mancuso Rosso Riserva Ciro Calabria - Elegant and perfumed, this 100% Gaglioppo is full of wild cherry and plum complemented by subtle notes of vanilla and spice. Full bodied and smooth with a deliciously long-lasting finish.Sold in single bottles"
Ippolito 1845 Colli del Mancuso Rosso Riserva Ciro Calabria,Still Red Wine,£15.99,2019,14.50%,75cl,Italy,Calabria,Gaglioppo,Ippolito 1845,"Pacific Sound Sauvignon Blanc DO Aconcagua - The wine is sourced from grapes equally shaped by the Pacific Ocean that grow in the Aconcagua region’s coastal Leyda Valley, grapes that achieve a pungency and aromatic profile redolent of New Zealand’s Marlborough region on the other side of the Pacific Rim. Bright, aromatic and crisply textural."
Nicosia Grillo Bio Organic,Still White Wine,£10.89,2021,13%,75cl,Italy,Sicily,Grillo,Cantine Nicosia,BEST UK PRICE GUARANTEED
Nicosia Nerello Mascalese Bio Organic,Still Red Wine,£10.99,2020,12%,75cl,Italy,Sicily,"Frappato, Nerello Mascalese",Cantine Nicosia,"Vina Echeverria GCM Coast Valle de Maule - Enticing aromas of forest fruits, cherry, raspberry and mulberry are laced with vanilla and tobacco nuances through to a rounded palate with a fine tannin structure and a persistent fruity finish.Sold in single bottles"
Boscarelli Vino Nobile di Montepulciano Sotto Casa Riserva 2014,Still Red Wine,£34.99,2014,13.50%,75cl,Italy,Tuscany,"Sangiovese, Merlot, Cabernet Sauvignon",Boscarelli,"Makutu Sauvignon Blanc Marlborough New Zealand - Perfumed with nettle, ripe tropical fruits which are also evident on the palate along with limey flavours and a rich minerality - classic Marlborough Sauvignon. The wine is sappy fresh, clean and delicious."
Alasia Moscato d’Asti,Sweet/Dessert,£6.99,2021,5%,75cl,Italy,Piemonte,Moscato Bianco 100%,Araldica," Alisios Seival Estate Tempranillo Touriga - This generous blend of Tempranillo and Touriga has a warm, inviting nose of berries and just a hint of tea. The tannins are ripe and soft, with a fresh, crunchy finish. This is a real winner.Sold in cases of 12 bottles"
Ancora Rosato Monferrato Chiaretto,Rose,£6.99,2021,12.50%,75cl,Italy,Piemonte,"Barbera, Pinot Noir",Adria Vini,"Fernando de Castilla Antique Palo Cortado - A fine rare wine, which combines the pure tangy nuttiness of Amontillado with the smooth smoky richness of Oloroso in an elegant complex style.Sold in cases of six bottles"
Codici Masserie Fiano,Still White Wine,£9.49,2018,13%,75cl,Italy,Puglia,Fiano,Codici,"Collavini Il Grigio Brut NV - A pale, star bright straw colour is shot through with greenish highlights and shows a persistent mousse of fine bubbles. A fresh and aromatic nose of fragrant golden delicious apple and ripe pears combines with warm crusty bread tones. The aromatic palate is harmoniously rounded, with a delicate touch of citrus and a very long finish.Sold in single bottles"
Collavini Il Grigio Brut NV,Sparkling Wine,£13.79,,11.50%,75cl,Italy,Friuli Venezia Giulia,"Chardonnay 60%, Pinot Grigio 40%",Collavini,"Collavini Pucino Refosco - A red wine made from Friulis native grape, Refosco. Fresh and balanced, with aromas of raspberries, subtle hints of liquorice and a herbaceous note on the finish.Sold in single bottles"
Collavini Pucino Refosco,Still Red Wine,£13.59,2020,12.50%,75cl,Italy,Friuli Venezia Giulia,Refosco dal Peduncolo Rosso 100%,Collavini,"Deakin Estate Azahara Brut Chardonnay Pinot Noir - This Chardonnay Pinot is an absolute steal! A complex, elegant nose with citrus and bready notes leads to a fresh, appley palate, followed by a soft, mouthfilling finish.Sold in single bottles"
Masi Rosa dei Masi,Rose,£13.49,2020,15%,75cl,Italy,Friuli Venezia Giulia,100% Refosco,Masi,"Miolo Family Vineyards Pinot Noir - A feast for the senses, this fine and delicate Pinot Noir exhibits notes of raspberry, blackberry, strawberry, plum, spices and chocolate. In the mouth, the body is supple and velvety with delicate and balanced tannins.Sold in cases of six bottles"
Prosecco Le Dolci Colline Spumante,Sparkling Wine,£9.39,,11.50%,75cl,Italy,Veneto/Friuli,Prosecco,Adria Vini,"Quinta da Lixa Vinho Verde - A fine modern Vinho Verde, with aromas of apple and grapefruit alongside herbal notes. The palate is medium bodied and refreshing, with the classic touch of spritz.Sold in single bottles"
Terminum Gewurztraminer Tramin,Sweet/Dessert,£31.99,2018,9.50%,37.5cl,Italy,Alto Adige,Gewurztraminer,Tramin,Valdivieso Eclat Botrytis Semillon - Lovely honeyed grapefruit with some gentle candied lemon on the nose. Very intense on the palate with some good natural fruit sweetness and vibrant acidity. Well made and very enjoyable. Sold in cases of six bottles
Voluta Grande Pinot Grigio Rose,Rose,£6.49,2020,12.50%,75cl,Italy,Lombardia,"Pinot Grigio 85%, Pinot Nero 15%",Adria Vini,"Woodlands Benjamin Cabernet Sauvignon - The colour is a deep crimson. The nose shows exotic aromas of star anise combined with toasty French oak and red berry fruits. The palate is very fine and balanced, revealing an array of brooding primary fruit characters leading to a tense mineral finish. After opening up over the course of one hour, the wine softens to reveal more ripe mulberry and blackcurrant flavours.Sold in single bottles"
La Battistina Gavi Metodo Classico Brut,Sparkling Wine,£14.39,2017,12.50%,75cl,Italy,Piemonte,100% Cortese,Azienda Agricola La Battistina,"Ananto Organic Macabeo - A ripe, fruity and refreshing white. Pale yellow, clean, with greenish nuances, aromatic, well balanced and fresh. This white wine offers a pleasant acidity that marries perfectly with aromas of flowers, fruits and fine herbs.Sold in cases of six bottles"
Alois Lageder Lagrein Rose Alto Adige,Rose,£12.99,2019,12.50%,75cl,Italy,Trentino-Alto Adige,Lagrein,Alois Lageder,"Finca La Estacada Varietales Reserva - This red has flavours and aromas of cacao, coffee, liquor, cedar wood, pipe, tobacco, wood, blackberry jam and exotic fruit, with notes of slate and ginger.Sold in cases of six bottles"
Uggiano Governo Toscano,Still Red Wine,£9.99,13%,,ly,Tuscany,"Sangiovese 90%, Canaiolo 10%",er: Azienda Uggiano,,"Xavier Monnot Corton-Charlemagne Grand Cru - Aromas of ripe peach and citrus oil mingle with hints of clear honey and fresh pastry, introducting the Corton Charlemagne Grand-Cru, a full-bodied, textural and gourmand wine that’s the most muscular of Monnot’s whites. While its true to the charming, extrovert profile of the vintage, it should also reward a few years in bottleSold in single bottles"
Valori Vigna Sant’Angelo Montepulciano Colline Teramane,Still Red Wine,£23.99,2011,14%,75cl,Italy,Abruzzo,Montepulciano,Valori,"Dopff Au Moulin, Alsace Chardonnay Brut Nature Sans Souffre Ajoute Cremant d'Alsace - Pale golden in colour, with delicate columns of fine bubbles. Candied yellow fruit aromas entwined with a hint of smoke lead to a crisp yet velvety palate, which is harmoniously balanced with lovely structure. Refreshing, with a savoury finish.Sold in single bottles"
Cantina di Soliera Lambrusco di Sorbara DOC Il Trovador,Sparkling Wine,£12.99,,12%,75cl,Italy,Emilia Romagna,Lambrusco di Sorbara 100%,Cantina di Soliera,"Paco Mulero Monastrell 20 Meses (previously Blue Label) - An opulent nose of ripe bramble fruits, spice and hints of mocha. The palate is complex and well-structured with ripe tannins balancing cherry and plum fruit and juicy acidity.Sold in cases of six bottles"
Cavit Quattro Vicariate Rosso Trentino,Still Red Wine,£16.39,2016,13.50%,75cl,Italy,Trentino,"Cabernet Sauvignon, Cabernet Franc, Merlot",Cavit,"Albillo de Arrayan Mentrida - Bright stone-fruit nose, with some attractive fennel character. There’s a little touch of honey which I’m reliably told will increase with time. The palate is pretty exciting with chalky texture and bright acidity. It’s not racy, but very persistent with a fresh mineral finish. 17.5 Jancis Robinson MW Made from the remarkable Albillo variety.Sold in cases of six bottles"
